activite_id;exercices_id;date_publication_activite;identifiant_fiche;objet_activite
7784;2843;2018-12-31;PO38W66H;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée - Ministère des Solidarités et de la Santé rdv le 18/07/18
7785;2843;2018-12-31;FY3GO74V;Présentation du projet d'expérimentation territoires zéro chômeur de longue durée et de la 2e étape le 25/07/18 auprès de Matthieu Orphelin Député
7786;2843;2018-12-31;40VEOSB3;Journée départementale du PS en Seine Saint-Denis Présentation du projet Territoires zéro chômeur de longue durée le 29/09/18
7787;2843;2018-12-31;SQV7WT0H;Invitation lancée le 25/07/18 aux parlementaires à l'université d'été de TZCLD prévue le 1er septembre 2018
7788;2843;2018-12-31;5GVTB1MV;Présentation du projet territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (rdv 04/12/2018) avec François Ruffin, député
7789;2843;2018-12-31;KUVPPEXV;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (rdv le 11/10/18 avec Présidente di l'Assemblea di Corsica, Je)
7790;2843;2018-12-31;POHZNUFH;Rencontre avec D Da Silva député dans le cadre du comité de soutien parlementaire à l'expérimentation Territoires zéro chômeur de longue durée (29/11/18)
7791;2844;2018-07-16;UYVIBSBH;"Réunion de présentation du projet ""Territoires zéro chômeur de longue durée"" et de la création d'un comité de soutien parlementaire (date rdv 07/09/17)"
7792;2844;2018-07-16;KUVP7KKH;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 12/09/17)
7793;2844;2018-07-16;9SVFAS03;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire à Michel Castellani député de Haute-Corse
7794;2844;2018-07-16;POHZCK5V;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 12/09/17)
7795;2844;2018-07-16;X2VRAU83;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 13/09/17)
7796;2844;2018-07-16;K6VBD6BH;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 19/10/17)
7797;2844;2018-07-16;2EHLBSJ3;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 19/10/17)
7798;2844;2018-07-16;5GVTZQ4V;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 12/09/17)
7799;2844;2018-07-16;KQ36ZQG3;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 12/09/17)
7800;2844;2018-07-16;FX3CXLN3;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 19/10/17)
7801;2844;2018-07-16;JA3YOWGV;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 19/10/17)
7802;2844;2018-07-16;GJVDQMZ3;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 02/11/17)
7803;2844;2018-07-16;19V0SQ1H;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire à Jean-Félix Aquaviva député de Haute-Corse
7804;2844;2018-07-16;4UHQ4CIV;Présentation du projet d'expérimentation Territoires zéro chômeur de longue durée et de la création d'un comité de soutien parlementaire (date rdv 14/11/17)
7805;2844;2018-07-30;S0V24BLH;"Mailing ""Lettre aux nouveaux députés"" (20/07/17). Communication sur l’expérimentation territoires zéro chômeur de longue durée"" en cours et appel à rejoindre le comité de soutien parlementaire"
7806;2844;2018-07-18;IO3W8RQV;Rendez-vous avec Monsieur Franck Morel, Conseiller Relations sociales, travail, emploi, formation professionnelle du premier Ministre Edouard Philippe (date rdv 16/10/17).
7807;2844;2018-07-06;JA3YO9AV;"Réunion de présentation du projet ""Territoires zéro chômeur de longue durée"" aux députés."
7808;2844;2018-07-06;2EHLBQG3;Journée de rassemblement sur le Projet Territoires Zéro chômeurs de longue durée.
7809;2846;2019-03-29;S0V2K0O3;Proposer dans le PLFSS 02019 des modalités de transparence accrue dans l'allocation des fonds publics par les Agences régionales de santé 
7810;2846;2019-03-29;2ZV9E8JV;Exonérer dans le PLFSS 2019 les établissements SSR et Psy de la nécessité de recrutement de pharmaciens niveau DES pour leur Pharmacies à usage intérieur (PUI)
7811;2846;2019-03-29;QEVJUQFH;Permettre dans le PLFSS 2019 aux fédérations hospitalières de candidater aux expérimentations art 51
7812;2846;2019-03-29;KW3UE1AV;inscrire dans le PLFSS 2019 la nécessité d'un partage plus équilibré de l'effort de dépenses entre Ondam de ville et Ondam hospitalier 
7813;2846;2019-03-29;2Y3K27WV;Préserver dans le PLFSS 2019 le caractère incitatif et positif du financement à la qualité (IFAQ)
7814;2846;2019-03-29;SQV74SLV;Substituer dans le PLFSS 2019 un dispositif de coefficient prudentiel à celui de dotation prudentielle en vigueur pour les établissements de santé SSR et Psy 
7815;2846;2019-03-29;CLV1KCSH;Favoriser dans le PLFSS 2019 l'association des fédérations aux négociations conventionnelles 
7816;2846;2019-03-29;UYVIUGFV;Attribuer aux fédérations hospitalières dans le PLFSS 2019 une dotation de soutien pour la mise en place de la sérialisation 
7817;2846;2019-03-29;KW3U864H;"Obtenir, dans le PL ""Protection des données personnelles"", l'accès définitif et sans limitation de durée des fédérations hosp aux données hôpitaux/PMSI gérées par l'INDS -Institut Nat Données de Santé"
7818;2846;2019-03-29;40VEB5CV;Favoriser le débat avec la représentation nationale en l'associant à l'ensemble des événements organisés par la Fédération de l'Hospitalisation Privée (FHP)
7819;2846;2019-03-29;Z0V58EUV;Améliorer le dispositif PRO A (formation des professionnels de santé) dans le cadre du projet de loi pour la liberté de choisir son avenir professionnel - propositions d'amendements 
7820;2846;2019-03-29;DC348OUH;Obtenir la restitution des mises en réserve prudentielles au regard de la sous-exécution par le secteur privé de statut commercial de l'Objectif National de Dépenses de l'Assurance Maladie (ONDAM)
7821;2846;2019-03-29;2Y3KUC2H;Informer nos interlocuteurs institutionnels des propositions de la Fédération de l'Hospitalisation Privée dans le cadre de la Stratégie de Transformation du Système de Santé - envoi d'un document 
7822;2846;2019-03-29;SQV7M6J3;Sensibiliser les interlocuteurs du cabinet de la ministre de la santé à la situation spécifique des hôpitaux et cliniques privées d'Outre-Mer 
7823;2846;2019-03-29;QEVJDR5V;Faire évoluer les modalités d'application de l'article 80 LFSS 2017 relatif aux transports interhospitaliers, notamment au regard de l'intégration dans les tarifs
7824;2846;2019-03-29;S0V28XMV;Convaincre les décideurs publics de l'opportunité de créer un OPCO (opérateur de compétences) Santé pour conduire les politiques de formation des professionnels de santé 
7825;2846;2019-03-29;KUVPFXOH;Obtenir une stabilité voire une hausse des tarifs hospitaliers pour les établissements de santé privés à statut commercial dans le cadre de la campagne tarifaire 2018
7826;2846;2019-03-29;KW3U8G4H;Présentation de la Fédération de l'Hospitalisation Privée, des enjeux du secteur et de sa place dans l'offre de soins en France 
7827;2846;2019-03-29;FY3GGZG3;"Adapter le dispositif ""contrats courts"" aux spécificités des enjeux de santé dans le cadre du projet de loi pour la liberté de choisir son avenir professionnel - propositions d'amendements "
7828;2846;2019-03-29;PO384RWV;Revenir sur le projet de décret de neutralisation des avantages fiscaux et sociaux (type CICE, CITS...) pour les établissements de santé privés 
7829;2846;2019-03-29;2PVX5Y03;Remédier au conflit d'intérêt structurel au sein de l'Etat et des ARS : confusion entre les fonctions de régulateur de l'offre de soins pour public et privé, et de gestionnaire de l'hop public 
7830;2846;2019-03-29;CLV1BNWH;Favoriser l'égalité de traitement à missions identiques entre le secteur public et le secteur privé de la santé 
7831;2847;2018-04-30;5GVTWUIV;Transmission des propositions de l'hospitalisation privée pour l'avenir du système de santé 
7832;2847;2018-04-30;GJVDKFT3;Défense et promotion des intérêts des hôpitaux et cliniques privées : organisation territoriale, financement et tarification, mesures fiscales, promotion de la qualité et de l'innovation 
7833;2847;2018-04-30;KDVSO2SH;coefficient géographique pour les établissements d'outre-mer
7834;2847;2018-04-30;19V04KY3;Défense et promotion des intérêts des hôpitaux et cliniques privés : organisation territoriale, financement et tarification, mesures fiscales, promotion de la qualité et de l'innovation 
7835;2847;2018-04-30;C5HATSMV;Conciliation entre détention d'une autorisation d'activité de soins et exercice à titre principal d'une activité de fournisseur, distributeur ou fabricant de produit de santé 
7836;2847;2018-04-30;40VEKSFV;Défense et promotion des intérêts des hôpitaux et cliniques privées : organisation territoriale, financement et tarification, mesures fiscales, promotion de la qualité et de l'innovation 
7837;2847;2018-04-30;Z0V54XFH;"Propositions FHP ""LFSS 2018"" : parcours de soins, enveloppe de ville, article 35, financement à la qualité, CAQES, transports inter-établissements, financement SSR, ""1000 jours"", transparence des ARS"
7838;2847;2018-04-30;CLV1X45V;Activité libérale à l'hôpital et dépassements d'honoraires - égalité de traitement public/privé 
7839;2847;2018-04-30;2PVXNIFH;Rémunération des aides opératoires - Loi de financement de la sécurité sociale 2018
7840;2849;2019-03-28;PO38C6JV;"Loi PACTE : maintien du caractère obligatoire du SPI - Registre unique maintien du répertoire des métiers
PLF suppression de l'article 64ter (nouveau)
Loi avenir professionnel : contrat d'apprentissag"
7841;2860;2019-04-05;40VE8MPH;Maintien de la fiscalité réduite sur le GNR en faveur des engins de chantier de TP
7842;2860;2019-04-05;SQV7GAZ3;Promouvoir le maintien de taux réduit pour le bâtiment
7843;2860;2019-04-05;QEVJEMN3;Promouvoir l’encadrement de la micro entreprise, la départementalisation des CMA, l'interdiction des ordres de service à 0 €
7844;2860;2019-04-05;IYVNYM6H;Promouvoir l'interdiction des ordres de service à 0 €
7845;2860;2019-04-05;CLV1GEO3;"Loi ELAN propositions concernant les PLU, PLH et PDU; p pour faciliter la construction en secteur ABF et piour simplifier l'octroi des autorisations de construire "
7846;2860;2019-04-05;S0V2UJ5H;maintien du CITE en faveur des menuiserie et chaudieres
7847;2860;2019-04-05;S0V2UJ7H;proposition de maintien de l'organisation départementale des CMA (PACTE)
7848;2861;2018-04-26;UYVIK9GH;Expliquer conjoncture BTP - Développer investissement BTP - Ne pas exclure territoires ruraux et péri-urbain des dispositifs fiscaux - faire état des besoins pour améliorer apprentissage BTP
7849;2861;2018-04-26;KUVPU6EH;"Maintenir le PTZ et dispositif PINEL en zones B2
promouvoir le maintien du CITE"
7850;2862;2019-03-18;2EHL2OGV;S'assurer de la bonne mise en oeuvre de la loi EGALIM en matière de relations commerciales notamment.
7851;2863;2019-03-18;5GVTEWFV;S'assurer de la bonne mise en oeuvre de la loi EGALIM en matière de relations commerciales notamment.
7852;2865;2018-12-28;5DHMJD4H;Assurer la mise en place d'un cadre législatif et réglementaire propice au développement des nouvelles mobilités - Projet de Loi d'Orientation des Mobilités
7853;2865;2018-12-28;SQV7WG4H;Sécuriser l'existence des filières individuelles de recyclage - Futur Projet de Loi Économie circulaire
7854;2865;2018-12-28;40VEO8L3;Intégrer l'optimisation du parc roulant dans les priorités nationales en matière de mobilité - Projet de Loi d'Orientation des Mobilités
7855;2865;2018-12-28;2Y3K1YLH;Assurer l'accès aux données des véhicules pour les acteurs de l'aval automobile (maintenance et nouvelles mobilités) - Projet de Loi d'Orientation des Mobilités
7856;2866;2018-04-26;CLV14TJV;Présentation générale dans le cadre de la préparation de la feuille de route de l'économie circulaire
7857;2866;2018-04-26;POHZU6OV;Défendre la reconduction du bonus Vélo à Assistance Electrique (VAE) - PLF 2018
7858;2866;2018-04-26;KUVPEN93;Présentation générale dans le cadre des travaux préparatoires de la Loi Orientation Mobilités
7859;2869;2019-03-31;IYVNI893;Trouver une solution afin de mettre l'ensemble des acteurs de la filière Savon et plus particulièrement de la filière SAVON DE MARSEILLE autour d'un projet commun
7860;2869;2018-12-31;CLV1JMF3;Trouver une solution afin de mettre l'ensemble des acteurs de la filière Savon et plus particulièrement de la filière SAVON DE MARSEILLE autour d'un projet commun
7861;2870;2018-04-30;X2VR2RB3;"Sensibiliser les pouvoirs publics sur les avantages et inconvénients d'une IGPIA ""Savon de Marseille"" et promotion d'une IGPIA ""Svon de Marseille - France"
7862;2873;2018-10-20;9SVFAFN3;Intervention législative sur le projet de loi Avenir professionnel pour favoriser la libéralisation du marché de la formation professionnelle
7863;2873;2018-10-20;19V0S88H;Promouvoir l'adaptation du système de santé français aux révolutions médicales et biotechs du XXIe siècle et moderniser la régulation des innovations thérapeutiques
